transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN484071,mumbai,CUST8286,MUMB05,5871.07,EUR,2025-05-08,failed,branch,ios,5
TXN208308,mumbai,CUST1555,MUMB05,8944.23,EUR,2025-05-05,passed,mobile,ios,2
TXN487189,mumbai,CUST2913,MUMB05,6899.01,INR,2025-05-08,,branch,web,1
TXN164060,mumbai,CUST1124,MUMB05,2822.94,USD,2025-05-02,failed,online,web,3
TXN557841,mumbai,CUST4463,MUMB05,1874.0,EUR,2025-05-02,,mobile,ios,4
TXN991720,mumbai,CUST6083,MUMB05,6342.37,EUR,2025-05-07,,mobile,web,4
TXN351850,mumbai,CUST3866,MUMB05,7330.21,USD,2025-05-02,failed,branch,ios,4
TXN462906,mumbai,CUST7018,MUMB05,956.76,INR,2025-05-07,passed,branch,web,4
TXN587848,mumbai,CUST4684,MUMB05,2477.59,USD,2025-05-06,failed,online,android,4
TXN198167,mumbai,CUST7459,MUMB05,938.45,USD,2025-05-08,failed,mobile,ios,1
TXN830488,mumbai,CUST1285,MUMB05,3743.81,USD,2025-05-02,,branch,web,2
TXN184153,mumbai,CUST3588,MUMB05,5265.52,EUR,2025-05-02,,online,ios,4
TXN863994,mumbai,CUST8385,MUMB05,5028.04,INR,2025-05-02,,mobile,android,3
TXN648391,mumbai,CUST8638,MUMB05,6538.52,USD,2025-05-04,failed,branch,web,2
TXN562522,mumbai,CUST2542,MUMB05,1430.87,USD,2025-05-03,passed,branch,web,1
TXN420966,mumbai,CUST2676,MUMB05,6712.76,INR,2025-05-03,passed,online,web,3
TXN994263,mumbai,CUST7516,MUMB05,5872.08,USD,2025-05-07,,mobile,web,4
TXN339517,mumbai,CUST9219,MUMB05,9989.17,EUR,2025-05-04,,online,android,4
TXN932297,mumbai,CUST8396,MUMB05,3841.32,USD,2025-05-07,,online,ios,4
TXN225564,mumbai,CUST6216,MUMB05,3897.83,USD,2025-05-02,failed,mobile,web,5
TXN481357,mumbai,CUST7127,MUMB05,6203.68,EUR,2025-05-04,passed,online,web,2
TXN281830,mumbai,CUST7200,MUMB05,9730.18,USD,2025-05-08,failed,online,web,2
TXN788210,mumbai,CUST4152,MUMB05,8539.35,EUR,2025-05-04,,online,web,3
TXN475124,mumbai,CUST4246,MUMB05,6346.75,EUR,2025-05-04,,mobile,web,5
TXN772204,mumbai,CUST1830,MUMB05,9495.84,INR,2025-05-08,failed,online,android,1
TXN881340,mumbai,CUST8680,MUMB05,4285.53,EUR,2025-05-04,passed,online,web,4
TXN418612,mumbai,CUST7892,MUMB05,398.36,INR,2025-05-05,,online,ios,5
TXN809760,mumbai,CUST6929,MUMB05,6184.7,USD,2025-05-04,failed,online,ios,3
TXN855948,mumbai,CUST3350,MUMB05,690.05,USD,2025-05-03,,mobile,android,1
TXN621253,mumbai,CUST2485,MUMB05,9871.61,INR,2025-05-04,failed,branch,android,1
TXN142067,mumbai,CUST9416,MUMB05,2224.92,EUR,2025-05-02,,online,android,5
TXN856982,mumbai,CUST9867,MUMB05,9914.48,USD,2025-05-05,failed,mobile,web,1
TXN404840,mumbai,CUST6757,MUMB05,5722.25,INR,2025-05-07,passed,online,android,3
TXN889926,mumbai,CUST4665,MUMB05,9725.46,EUR,2025-05-07,,branch,web,3
TXN566715,mumbai,CUST4672,MUMB05,3373.98,INR,2025-05-03,,mobile,ios,3
TXN610726,mumbai,CUST3477,MUMB05,2983.9,EUR,2025-05-07,,branch,android,1
TXN752737,mumbai,CUST9385,MUMB05,8976.17,USD,2025-05-06,passed,mobile,web,5
TXN476374,mumbai,CUST3735,MUMB05,9072.11,USD,2025-05-04,passed,mobile,ios,5
TXN284027,mumbai,CUST1385,MUMB05,3008.5,USD,2025-05-06,passed,branch,ios,3
TXN302533,mumbai,CUST6806,MUMB05,2249.31,EUR,2025-05-03,failed,online,web,5
TXN273685,mumbai,CUST1195,MUMB05,6833.51,EUR,2025-05-08,failed,branch,ios,3
TXN897983,mumbai,CUST6482,MUMB05,778.89,USD,2025-05-07,failed,mobile,android,4
TXN642822,mumbai,CUST5639,MUMB05,5133.37,EUR,2025-05-04,passed,online,web,3
TXN917378,mumbai,CUST4858,MUMB05,5575.16,EUR,2025-05-05,failed,online,android,2
TXN261486,mumbai,CUST2148,MUMB05,8426.43,EUR,2025-05-05,,branch,web,4
TXN259718,mumbai,CUST3719,MUMB05,9248.09,EUR,2025-05-08,passed,branch,web,4
TXN665482,mumbai,CUST1122,MUMB05,1563.52,EUR,2025-05-07,passed,branch,android,3
TXN271945,mumbai,CUST3764,MUMB05,5073.42,INR,2025-05-04,,online,web,4
TXN769994,mumbai,CUST1411,MUMB05,7117.36,USD,2025-05-06,,branch,web,3
TXN524538,mumbai,CUST1011,MUMB05,7000.24,INR,2025-05-08,passed,mobile,web,3
