transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN251646,mumbai,CUST7464,MUMB03,4138.77,USD,2025-05-02,,branch,android,2
TXN474215,mumbai,CUST3498,MUMB03,5321.31,USD,2025-05-03,passed,mobile,ios,1
TXN718696,mumbai,CUST7740,MUMB03,1629.08,EUR,2025-05-07,,branch,android,1
TXN115425,mumbai,CUST5360,MUMB03,9987.08,INR,2025-05-08,passed,online,android,4
TXN335012,mumbai,CUST3122,MUMB03,459.27,INR,2025-05-05,passed,online,android,2
TXN366108,mumbai,CUST7842,MUMB03,6286.64,USD,2025-05-08,failed,mobile,android,4
TXN216587,mumbai,CUST6598,MUMB03,2005.12,USD,2025-05-03,passed,branch,ios,5
TXN147832,mumbai,CUST2289,MUMB03,5558.19,INR,2025-05-03,failed,mobile,web,2
TXN114919,mumbai,CUST3983,MUMB03,2767.56,INR,2025-05-02,,online,android,2
TXN455656,mumbai,CUST8591,MUMB03,6829.99,USD,2025-05-03,,online,ios,1
TXN918799,mumbai,CUST8475,MUMB03,8173.48,INR,2025-05-06,,mobile,web,2
TXN166479,mumbai,CUST5578,MUMB03,5670.62,EUR,2025-05-03,,online,ios,1
TXN902087,mumbai,CUST5437,MUMB03,9621.44,EUR,2025-05-02,failed,mobile,web,3
TXN771948,mumbai,CUST8394,MUMB03,2823.58,USD,2025-05-07,passed,branch,web,4
TXN421334,mumbai,CUST1546,MUMB03,2331.92,USD,2025-05-02,passed,online,android,1
TXN954057,mumbai,CUST8672,MUMB03,2846.16,INR,2025-05-06,failed,online,android,3
TXN994303,mumbai,CUST2468,MUMB03,6581.56,EUR,2025-05-08,passed,branch,ios,2
TXN318890,mumbai,CUST2196,MUMB03,2894.86,EUR,2025-05-04,passed,mobile,android,1
TXN578201,mumbai,CUST8847,MUMB03,718.96,INR,2025-05-07,,branch,ios,2
TXN653033,mumbai,CUST9686,MUMB03,6252.55,EUR,2025-05-07,,online,web,1
TXN666989,mumbai,CUST2273,MUMB03,4033.83,USD,2025-05-06,,online,web,4
TXN850873,mumbai,CUST4371,MUMB03,4621.21,INR,2025-05-07,passed,branch,ios,2
TXN684202,mumbai,CUST3882,MUMB03,4205.77,USD,2025-05-02,passed,online,ios,3
TXN762572,mumbai,CUST2784,MUMB03,8534.63,INR,2025-05-02,passed,branch,ios,2
TXN462448,mumbai,CUST8990,MUMB03,6382.9,INR,2025-05-07,,online,ios,1
TXN787559,mumbai,CUST4114,MUMB03,3203.53,INR,2025-05-07,failed,mobile,android,3
TXN941407,mumbai,CUST2123,MUMB03,2921.37,USD,2025-05-02,passed,mobile,ios,2
TXN315413,mumbai,CUST7794,MUMB03,6535.56,EUR,2025-05-08,,online,ios,2
TXN827234,mumbai,CUST3426,MUMB03,8858.43,EUR,2025-05-04,,mobile,ios,3
TXN384812,mumbai,CUST4393,MUMB03,9411.09,INR,2025-05-04,,mobile,web,3
TXN379584,mumbai,CUST5095,MUMB03,6036.25,INR,2025-05-04,passed,branch,web,3
TXN640181,mumbai,CUST6021,MUMB03,1919.19,USD,2025-05-04,passed,mobile,android,2
TXN807691,mumbai,CUST2487,MUMB03,9656.95,EUR,2025-05-03,failed,online,android,4
TXN448717,mumbai,CUST2046,MUMB03,9981.37,INR,2025-05-03,passed,online,web,1
TXN606863,mumbai,CUST7355,MUMB03,8610.86,INR,2025-05-02,failed,mobile,android,2
TXN674372,mumbai,CUST5896,MUMB03,8022.08,INR,2025-05-04,passed,mobile,android,2
TXN505128,mumbai,CUST5292,MUMB03,1336.86,USD,2025-05-08,failed,mobile,ios,3
TXN574817,mumbai,CUST4218,MUMB03,9726.71,EUR,2025-05-08,failed,branch,android,3
TXN619985,mumbai,CUST4585,MUMB03,2893.24,USD,2025-05-05,,branch,android,3
TXN424788,mumbai,CUST5714,MUMB03,6946.63,EUR,2025-05-03,,branch,android,2
TXN959329,mumbai,CUST3787,MUMB03,3612.58,INR,2025-05-03,failed,branch,ios,3
TXN562679,mumbai,CUST9448,MUMB03,9777.45,INR,2025-05-04,,mobile,web,5
TXN779167,mumbai,CUST1447,MUMB03,5002.75,INR,2025-05-05,,online,web,3
TXN573330,mumbai,CUST9219,MUMB03,2067.54,INR,2025-05-02,failed,branch,android,2
TXN655405,mumbai,CUST6743,MUMB03,7757.03,INR,2025-05-05,passed,mobile,android,2
TXN273692,mumbai,CUST2576,MUMB03,125.69,INR,2025-05-02,failed,mobile,android,3
TXN626320,mumbai,CUST6448,MUMB03,9137.51,USD,2025-05-08,failed,branch,web,3
TXN644457,mumbai,CUST8647,MUMB03,8676.65,EUR,2025-05-02,passed,mobile,web,1
TXN936928,mumbai,CUST7094,MUMB03,9805.51,USD,2025-05-07,failed,mobile,android,1
TXN402977,mumbai,CUST6029,MUMB03,8855.61,EUR,2025-05-03,passed,mobile,android,2
TXN456753,mumbai,CUST3657,MUMB03,567.09,USD,2025-05-04,failed,branch,web,2
TXN738404,mumbai,CUST1169,MUMB03,6520.38,INR,2025-05-02,passed,mobile,ios,1
TXN239211,mumbai,CUST1927,MUMB03,9609.2,INR,2025-05-03,failed,mobile,web,2
TXN436688,mumbai,CUST9088,MUMB03,5673.02,INR,2025-05-05,passed,branch,ios,4
TXN557421,mumbai,CUST2498,MUMB03,4023.29,USD,2025-05-06,failed,mobile,web,4
TXN359001,mumbai,CUST5463,MUMB03,6526.85,EUR,2025-05-04,passed,mobile,web,5
TXN665149,mumbai,CUST9959,MUMB03,1750.74,EUR,2025-05-02,failed,online,web,2
TXN177290,mumbai,CUST2533,MUMB03,6534.43,EUR,2025-05-04,failed,mobile,web,3
TXN548452,mumbai,CUST5291,MUMB03,3619.2,EUR,2025-05-07,failed,branch,web,3
TXN486451,mumbai,CUST9499,MUMB03,320.38,EUR,2025-05-02,,mobile,web,4
TXN580950,mumbai,CUST7768,MUMB03,9743.82,EUR,2025-05-03,failed,mobile,web,3
TXN756309,mumbai,CUST5625,MUMB03,7011.9,INR,2025-05-03,failed,online,android,3
TXN741449,mumbai,CUST6462,MUMB03,7496.64,INR,2025-05-08,failed,mobile,ios,1
TXN642005,mumbai,CUST2818,MUMB03,5411.62,INR,2025-05-05,failed,online,android,2
TXN250340,mumbai,CUST3801,MUMB03,3662.88,EUR,2025-05-07,,branch,web,5
TXN674600,mumbai,CUST7366,MUMB03,2894.48,EUR,2025-05-07,failed,online,web,1
TXN981167,mumbai,CUST2088,MUMB03,2091.26,INR,2025-05-02,,mobile,web,4
TXN270220,mumbai,CUST8794,MUMB03,5884.24,INR,2025-05-04,passed,branch,web,5
TXN793592,mumbai,CUST2477,MUMB03,7239.24,EUR,2025-05-02,passed,mobile,web,1
TXN281577,mumbai,CUST4103,MUMB03,5539.88,INR,2025-05-06,passed,online,android,1
TXN256013,mumbai,CUST9982,MUMB03,6901.04,INR,2025-05-05,,branch,web,4
TXN321062,mumbai,CUST2306,MUMB03,2295.23,INR,2025-05-07,failed,branch,ios,1
TXN348079,mumbai,CUST1614,MUMB03,2040.76,INR,2025-05-08,passed,branch,web,3
TXN845278,mumbai,CUST6834,MUMB03,4152.08,INR,2025-05-04,failed,online,ios,4
TXN937583,mumbai,CUST7389,MUMB03,2894.4,INR,2025-05-05,,online,android,5
TXN914010,mumbai,CUST5333,MUMB03,3022.72,USD,2025-05-04,,mobile,web,1
TXN135927,mumbai,CUST3402,MUMB03,6539.05,EUR,2025-05-04,,online,ios,4
TXN402392,mumbai,CUST7857,MUMB03,510.35,EUR,2025-05-06,,branch,web,2
TXN345118,mumbai,CUST3638,MUMB03,7972.96,USD,2025-05-04,,online,web,3
TXN367586,mumbai,CUST4143,MUMB03,4906.7,EUR,2025-05-06,,branch,android,5
TXN599063,mumbai,CUST1945,MUMB03,5910.49,INR,2025-05-04,,branch,web,1
TXN969015,mumbai,CUST3974,MUMB03,6128.35,USD,2025-05-08,failed,online,ios,5
TXN967371,mumbai,CUST2576,MUMB03,6165.91,USD,2025-05-07,passed,online,web,2
TXN521453,mumbai,CUST2987,MUMB03,5977.06,INR,2025-05-07,,mobile,web,5
TXN452120,mumbai,CUST5146,MUMB03,2357.41,INR,2025-05-03,failed,mobile,ios,1
TXN201726,mumbai,CUST1312,MUMB03,4334.42,USD,2025-05-08,failed,online,android,3
TXN497404,mumbai,CUST8506,MUMB03,5780.69,EUR,2025-05-06,,online,web,3
TXN438092,mumbai,CUST6938,MUMB03,9511.28,USD,2025-05-03,passed,mobile,ios,1
TXN780532,mumbai,CUST4538,MUMB03,5124.82,INR,2025-05-04,failed,branch,android,5
TXN521190,mumbai,CUST3139,MUMB03,5016.9,USD,2025-05-02,passed,mobile,ios,4
TXN676690,mumbai,CUST8477,MUMB03,8675.82,INR,2025-05-05,,online,web,1
TXN306136,mumbai,CUST2051,MUMB03,2338.8,USD,2025-05-02,,branch,android,1
TXN955441,mumbai,CUST3137,MUMB03,7181.93,EUR,2025-05-04,passed,mobile,web,4
TXN603511,mumbai,CUST3127,MUMB03,7074.29,USD,2025-05-06,failed,online,web,5
TXN824974,mumbai,CUST9010,MUMB03,5462.94,INR,2025-05-08,passed,branch,ios,5
TXN482314,mumbai,CUST6741,MUMB03,3104.14,USD,2025-05-07,,branch,ios,2
TXN355547,mumbai,CUST6507,MUMB03,2886.32,INR,2025-05-07,failed,mobile,android,4
TXN827438,mumbai,CUST7644,MUMB03,8896.04,EUR,2025-05-03,failed,mobile,ios,2
TXN999073,mumbai,CUST2339,MUMB03,7538.19,EUR,2025-05-02,failed,online,web,2
TXN553160,mumbai,CUST2537,MUMB03,6709.57,INR,2025-05-06,passed,mobile,web,1
