transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN974675,mumbai,CUST8974,MUMB01,4392.65,INR,2025-05-02,failed,online,web,1
TXN598758,mumbai,CUST5492,MUMB01,1289.04,INR,2025-05-08,passed,online,android,2
TXN797460,mumbai,CUST2063,MUMB01,8235.38,INR,2025-05-03,,online,android,1
TXN940694,mumbai,CUST9698,MUMB01,2889.58,USD,2025-05-02,failed,branch,ios,5
TXN409062,mumbai,CUST1375,MUMB01,8162.11,USD,2025-05-08,,mobile,web,3
TXN813705,mumbai,CUST6404,MUMB01,6811.42,USD,2025-05-02,,online,web,4
TXN416592,mumbai,CUST4418,MUMB01,8854.08,USD,2025-05-03,failed,online,ios,2
TXN896035,mumbai,CUST4438,MUMB01,5467.31,USD,2025-05-04,passed,online,ios,2
TXN806231,mumbai,CUST2254,MUMB01,8514.1,EUR,2025-05-08,failed,mobile,ios,5
TXN424514,mumbai,CUST2588,MUMB01,9854.73,USD,2025-05-02,passed,branch,ios,1
TXN337446,mumbai,CUST1262,MUMB01,5984.37,INR,2025-05-05,passed,branch,web,5
TXN682981,mumbai,CUST3321,MUMB01,3797.36,USD,2025-05-05,passed,mobile,web,3
TXN145651,mumbai,CUST4538,MUMB01,2797.35,EUR,2025-05-03,passed,mobile,ios,1
TXN984734,mumbai,CUST7581,MUMB01,946.32,INR,2025-05-08,failed,mobile,ios,1
TXN933994,mumbai,CUST3767,MUMB01,9286.47,INR,2025-05-04,,mobile,ios,4
TXN780294,mumbai,CUST4919,MUMB01,5928.15,EUR,2025-05-03,failed,mobile,web,4
TXN334173,mumbai,CUST5764,MUMB01,8538.4,INR,2025-05-02,failed,mobile,web,1
TXN648711,mumbai,CUST4537,MUMB01,242.51,EUR,2025-05-06,,mobile,web,4
TXN778625,mumbai,CUST9390,MUMB01,4795.48,EUR,2025-05-05,,mobile,android,5
TXN910825,mumbai,CUST2086,MUMB01,4926.12,INR,2025-05-02,,mobile,ios,3
