transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN737509,delhi,CUST8907,DELB01,2860.07,EUR,2025-05-05,failed,branch,android,3
TXN428923,delhi,CUST7288,DELB01,7505.31,EUR,2025-05-04,passed,branch,android,3
TXN743403,delhi,CUST5466,DELB01,5522.26,USD,2025-05-05,passed,branch,ios,3
TXN948641,delhi,CUST7314,DELB01,3910.92,USD,2025-05-08,passed,branch,web,3
TXN490250,delhi,CUST3789,DELB01,6878.13,EUR,2025-05-04,failed,online,android,1
TXN262695,delhi,CUST1421,DELB01,9644.38,INR,2025-05-05,,branch,android,4
TXN235027,delhi,CUST3246,DELB01,3080.35,INR,2025-05-03,passed,mobile,android,1
TXN529745,delhi,CUST1246,DELB01,1274.59,INR,2025-05-08,failed,branch,ios,1
TXN316755,delhi,CUST6356,DELB01,7187.13,EUR,2025-05-03,failed,online,web,2
TXN140267,delhi,CUST3088,DELB01,6467.99,USD,2025-05-04,failed,branch,web,3
TXN856628,delhi,CUST9816,DELB01,5042.59,USD,2025-05-04,,online,ios,3
TXN375397,delhi,CUST9647,DELB01,1811.08,USD,2025-05-05,,online,android,1
TXN287664,delhi,CUST3268,DELB01,7475.11,EUR,2025-05-02,passed,branch,ios,2
TXN800709,delhi,CUST1061,DELB01,1785.83,USD,2025-05-04,failed,online,web,2
TXN960314,delhi,CUST6216,DELB01,1552.94,INR,2025-05-08,passed,branch,ios,3
TXN998562,delhi,CUST4966,DELB01,3627.46,INR,2025-05-06,,mobile,ios,2
TXN693280,delhi,CUST1127,DELB01,5342.42,EUR,2025-05-04,,branch,web,5
TXN655842,delhi,CUST7555,DELB01,7965.87,USD,2025-05-07,failed,mobile,android,2
TXN878546,delhi,CUST3193,DELB01,9140.43,EUR,2025-05-06,passed,branch,ios,3
TXN863787,delhi,CUST2753,DELB01,6857.76,INR,2025-05-05,passed,online,web,4
TXN373751,delhi,CUST7247,DELB01,6656.0,INR,2025-05-03,passed,online,android,4
TXN257994,delhi,CUST4871,DELB01,1738.73,USD,2025-05-03,,online,ios,3
TXN721791,delhi,CUST7846,DELB01,1543.74,INR,2025-05-06,,branch,android,3
TXN434701,delhi,CUST4156,DELB01,9377.39,USD,2025-05-04,failed,online,android,3
TXN327789,delhi,CUST4002,DELB01,6241.14,EUR,2025-05-02,failed,mobile,android,1
TXN750932,delhi,CUST4415,DELB01,5660.17,INR,2025-05-06,passed,branch,web,5
TXN589349,delhi,CUST4393,DELB01,5585.99,INR,2025-05-05,passed,branch,ios,5
TXN194614,delhi,CUST1397,DELB01,5413.02,INR,2025-05-07,passed,branch,ios,4
TXN303633,delhi,CUST3014,DELB01,2649.52,EUR,2025-05-04,passed,online,android,4
TXN885116,delhi,CUST3884,DELB01,7095.3,USD,2025-05-06,,branch,android,4
TXN685766,delhi,CUST9375,DELB01,3612.43,INR,2025-05-05,,branch,android,2
TXN423612,delhi,CUST8824,DELB01,4084.53,INR,2025-05-02,failed,online,ios,2
TXN602123,delhi,CUST9421,DELB01,7108.59,EUR,2025-05-02,failed,branch,ios,4
TXN815097,delhi,CUST7933,DELB01,8094.99,USD,2025-05-05,passed,online,web,5
TXN965027,delhi,CUST5900,DELB01,8495.27,USD,2025-05-05,,branch,ios,1
TXN871401,delhi,CUST4513,DELB01,5304.16,INR,2025-05-03,,mobile,android,1
TXN751324,delhi,CUST8633,DELB01,1775.33,EUR,2025-05-05,passed,online,ios,1
TXN386414,delhi,CUST7341,DELB01,2041.58,USD,2025-05-08,passed,branch,web,4
TXN954617,delhi,CUST5960,DELB01,7847.39,EUR,2025-05-03,passed,branch,web,4
TXN335728,delhi,CUST2692,DELB01,6805.86,USD,2025-05-04,failed,mobile,web,2
TXN266865,delhi,CUST4778,DELB01,3681.44,EUR,2025-05-07,passed,online,android,4
TXN965031,delhi,CUST2568,DELB01,8071.09,EUR,2025-05-06,failed,branch,ios,1
TXN502768,delhi,CUST5143,DELB01,1494.21,USD,2025-05-04,passed,online,web,2
TXN688413,delhi,CUST7414,DELB01,7614.45,EUR,2025-05-06,failed,branch,web,5
TXN432479,delhi,CUST9972,DELB01,9676.17,INR,2025-05-08,,mobile,web,2
TXN754734,delhi,CUST6704,DELB01,5408.89,EUR,2025-05-05,failed,online,web,5
TXN984643,delhi,CUST7541,DELB01,6750.0,USD,2025-05-07,passed,online,ios,3
TXN829187,delhi,CUST1482,DELB01,5826.93,USD,2025-05-04,,online,web,2
TXN143556,delhi,CUST8313,DELB01,8489.72,EUR,2025-05-05,,online,ios,3
TXN255905,delhi,CUST2900,DELB01,4104.65,INR,2025-05-02,failed,online,android,5
TXN283439,delhi,CUST2097,DELB01,6219.85,INR,2025-05-02,,mobile,android,3
TXN906193,delhi,CUST7246,DELB01,3152.39,EUR,2025-05-08,,branch,web,4
TXN212532,delhi,CUST4598,DELB01,8364.53,EUR,2025-05-04,,branch,ios,2
TXN348720,delhi,CUST8047,DELB01,7568.07,EUR,2025-05-03,failed,mobile,ios,1
TXN714207,delhi,CUST7187,DELB01,2548.87,INR,2025-05-08,passed,mobile,android,4
TXN690750,delhi,CUST4285,DELB01,3716.55,EUR,2025-05-02,passed,mobile,android,5
TXN968984,delhi,CUST3987,DELB01,2679.79,USD,2025-05-02,,online,web,2
TXN753180,delhi,CUST2941,DELB01,9639.17,USD,2025-05-07,passed,online,ios,5
TXN483612,delhi,CUST9405,DELB01,7598.3,INR,2025-05-04,failed,mobile,android,1
TXN577345,delhi,CUST4550,DELB01,7308.8,USD,2025-05-06,,online,ios,2
TXN969059,delhi,CUST7393,DELB01,5134.98,INR,2025-05-04,failed,mobile,ios,2
TXN487694,delhi,CUST6821,DELB01,5889.29,INR,2025-05-07,,mobile,ios,3
TXN967783,delhi,CUST1995,DELB01,8194.17,USD,2025-05-04,passed,branch,android,2
TXN808566,delhi,CUST4999,DELB01,7556.3,INR,2025-05-02,passed,online,ios,5
TXN324015,delhi,CUST6080,DELB01,7666.17,EUR,2025-05-02,failed,mobile,android,3
TXN294765,delhi,CUST9095,DELB01,3902.54,INR,2025-05-04,failed,online,ios,4
TXN515848,delhi,CUST1161,DELB01,385.36,INR,2025-05-08,failed,online,ios,4
TXN959261,delhi,CUST7026,DELB01,2069.23,EUR,2025-05-07,passed,branch,android,3
TXN829163,delhi,CUST3327,DELB01,3541.65,USD,2025-05-08,passed,branch,web,4
TXN637396,delhi,CUST3182,DELB01,8051.36,INR,2025-05-08,,online,android,1
TXN409823,delhi,CUST4620,DELB01,307.73,INR,2025-05-07,,mobile,ios,2
TXN637984,delhi,CUST4737,DELB01,7901.55,USD,2025-05-02,,online,ios,1
TXN622997,delhi,CUST5620,DELB01,5228.56,USD,2025-05-08,failed,mobile,android,3
TXN220274,delhi,CUST4675,DELB01,7763.93,INR,2025-05-07,,branch,android,1
TXN819524,delhi,CUST1224,DELB01,5767.0,EUR,2025-05-04,failed,branch,android,5
TXN102537,delhi,CUST5665,DELB01,7736.47,USD,2025-05-05,passed,branch,android,5
TXN756215,delhi,CUST8127,DELB01,998.75,INR,2025-05-07,,online,web,5
TXN784677,delhi,CUST9029,DELB01,7165.62,EUR,2025-05-05,passed,branch,web,4
TXN327575,delhi,CUST2202,DELB01,4463.11,USD,2025-05-08,passed,branch,ios,4
TXN135259,delhi,CUST9974,DELB01,1475.04,USD,2025-05-06,,online,web,2
TXN641720,delhi,CUST5338,DELB01,8669.7,INR,2025-05-06,failed,mobile,ios,2
TXN836268,delhi,CUST2497,DELB01,2492.73,INR,2025-05-03,failed,online,ios,4
TXN315398,delhi,CUST5798,DELB01,2662.65,EUR,2025-05-06,failed,branch,ios,4
TXN106790,delhi,CUST1095,DELB01,241.9,INR,2025-05-08,,mobile,web,2
TXN928516,delhi,CUST4400,DELB01,3235.7,USD,2025-05-03,passed,online,android,5
TXN692812,delhi,CUST7797,DELB01,3907.6,EUR,2025-05-02,failed,branch,android,2
TXN532710,delhi,CUST4674,DELB01,9923.18,USD,2025-05-06,,online,web,1
TXN323828,delhi,CUST6620,DELB01,2146.28,EUR,2025-05-05,failed,online,android,2
TXN262221,delhi,CUST9354,DELB01,2927.93,INR,2025-05-03,failed,mobile,android,3
TXN883787,delhi,CUST6539,DELB01,6760.48,INR,2025-05-06,passed,online,android,3
TXN127779,delhi,CUST1444,DELB01,8790.03,INR,2025-05-04,passed,branch,web,1
TXN862491,delhi,CUST9457,DELB01,124.29,EUR,2025-05-06,,mobile,ios,1
TXN747454,delhi,CUST7690,DELB01,6084.05,EUR,2025-05-08,,branch,web,5
TXN587005,delhi,CUST1014,DELB01,8486.12,USD,2025-05-03,failed,mobile,ios,2
TXN891957,delhi,CUST4206,DELB01,9236.28,INR,2025-05-06,passed,mobile,ios,2
TXN854374,delhi,CUST2920,DELB01,9747.15,EUR,2025-05-08,passed,mobile,ios,5
TXN988968,delhi,CUST1996,DELB01,1829.5,USD,2025-05-07,passed,online,android,1
TXN522032,delhi,CUST6131,DELB01,9191.38,USD,2025-05-04,failed,branch,ios,2
TXN958833,delhi,CUST7548,DELB01,8400.96,INR,2025-05-04,passed,online,web,4
TXN262501,delhi,CUST6093,DELB01,5304.73,USD,2025-05-04,passed,mobile,ios,3
