transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN576424,kashmir,CUST3136,KASB04,9238.53,INR,2025-05-02,,online,android,4
TXN777444,kashmir,CUST3439,KASB04,3572.05,USD,2025-05-04,passed,branch,web,2
TXN351579,kashmir,CUST8608,KASB04,7591.22,USD,2025-05-03,failed,mobile,ios,2
TXN934284,kashmir,CUST1151,KASB04,7717.22,USD,2025-05-06,failed,mobile,web,2
TXN148014,kashmir,CUST7283,KASB04,5218.81,USD,2025-05-08,failed,online,ios,5
TXN510781,kashmir,CUST5972,KASB04,1120.21,INR,2025-05-06,passed,mobile,ios,3
TXN604267,kashmir,CUST8211,KASB04,5436.76,EUR,2025-05-04,failed,branch,ios,2
TXN236306,kashmir,CUST5940,KASB04,8172.76,USD,2025-05-08,,branch,ios,3
TXN156486,kashmir,CUST9624,KASB04,1711.39,INR,2025-05-02,passed,online,android,4
TXN568089,kashmir,CUST9236,KASB04,9913.23,USD,2025-05-05,passed,online,web,4
TXN104246,kashmir,CUST4364,KASB04,6740.06,INR,2025-05-07,passed,online,web,5
TXN608758,kashmir,CUST5040,KASB04,6206.92,INR,2025-05-06,passed,online,android,3
TXN756327,kashmir,CUST6885,KASB04,7518.06,INR,2025-05-07,failed,online,web,1
TXN860262,kashmir,CUST6779,KASB04,8630.77,USD,2025-05-03,passed,online,web,2
TXN217161,kashmir,CUST2391,KASB04,7213.62,USD,2025-05-04,passed,online,web,3
TXN584172,kashmir,CUST1070,KASB04,3871.09,INR,2025-05-02,passed,online,ios,3
TXN190388,kashmir,CUST6928,KASB04,1854.38,INR,2025-05-02,failed,online,ios,1
TXN823872,kashmir,CUST3659,KASB04,1931.85,EUR,2025-05-03,failed,mobile,android,1
TXN688041,kashmir,CUST7477,KASB04,7696.92,INR,2025-05-08,failed,mobile,android,3
TXN828794,kashmir,CUST4497,KASB04,9621.72,INR,2025-05-05,failed,mobile,web,5
TXN424102,kashmir,CUST7732,KASB04,8313.27,INR,2025-05-06,,branch,web,5
TXN527367,kashmir,CUST7753,KASB04,853.66,USD,2025-05-02,passed,online,web,5
TXN917804,kashmir,CUST8476,KASB04,6762.6,USD,2025-05-07,failed,online,ios,5
