transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN194485,delhi,CUST8299,DELB04,2091.08,USD,2025-05-07,passed,branch,android,1
TXN406166,delhi,CUST4855,DELB04,7520.24,INR,2025-05-02,failed,online,ios,4
TXN503104,delhi,CUST7259,DELB04,8909.22,EUR,2025-05-05,failed,online,android,4
TXN676118,delhi,CUST8489,DELB04,8631.98,EUR,2025-05-06,failed,mobile,web,1
TXN291412,delhi,CUST6329,DELB04,9529.23,INR,2025-05-08,,online,ios,3
TXN441772,delhi,CUST1089,DELB04,1335.0,USD,2025-05-05,,mobile,ios,5
TXN359544,delhi,CUST9226,DELB04,4472.14,USD,2025-05-08,failed,mobile,ios,4
TXN860591,delhi,CUST3955,DELB04,3466.2,EUR,2025-05-02,,mobile,web,2
TXN438580,delhi,CUST9837,DELB04,6555.26,EUR,2025-05-08,,online,ios,1
TXN176262,delhi,CUST9497,DELB04,8486.85,EUR,2025-05-06,passed,online,android,4
TXN326349,delhi,CUST9939,DELB04,3710.42,EUR,2025-05-04,failed,branch,android,5
TXN837217,delhi,CUST4390,DELB04,6383.2,USD,2025-05-04,passed,mobile,ios,1
TXN476874,delhi,CUST9978,DELB04,8485.1,EUR,2025-05-05,passed,mobile,web,4
TXN995315,delhi,CUST3813,DELB04,7992.7,INR,2025-05-06,failed,mobile,android,4
TXN571946,delhi,CUST4401,DELB04,457.19,USD,2025-05-07,,branch,web,5
TXN519697,delhi,CUST1371,DELB04,7019.51,EUR,2025-05-02,,online,ios,3
TXN312382,delhi,CUST5953,DELB04,8953.29,USD,2025-05-04,,mobile,android,4
TXN833426,delhi,CUST5106,DELB04,2663.38,USD,2025-05-04,failed,branch,web,4
TXN523952,delhi,CUST5325,DELB04,3598.01,USD,2025-05-05,,mobile,ios,2
TXN283758,delhi,CUST6825,DELB04,9204.0,USD,2025-05-02,,online,android,1
TXN164283,delhi,CUST5682,DELB04,2715.18,USD,2025-05-07,failed,mobile,android,2
