transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN435742,delhi,CUST5975,DELB03,1034.43,INR,2025-05-07,,online,ios,3
TXN240025,delhi,CUST1656,DELB03,5903.14,INR,2025-05-08,,online,android,5
TXN572687,delhi,CUST6914,DELB03,1421.37,INR,2025-05-07,passed,branch,ios,4
TXN348415,delhi,CUST1870,DELB03,9122.25,EUR,2025-05-08,passed,branch,android,4
TXN365659,delhi,CUST7197,DELB03,9451.47,INR,2025-05-03,passed,mobile,web,1
TXN795493,delhi,CUST7339,DELB03,269.07,USD,2025-05-07,failed,branch,android,5
TXN863070,delhi,CUST6513,DELB03,2625.22,INR,2025-05-06,failed,branch,web,1
TXN100098,delhi,CUST3971,DELB03,3700.66,EUR,2025-05-06,failed,mobile,ios,5
TXN636152,delhi,CUST1649,DELB03,213.01,INR,2025-05-06,failed,branch,android,1
TXN989721,delhi,CUST6867,DELB03,9677.49,USD,2025-05-08,failed,branch,web,3
TXN845730,delhi,CUST1954,DELB03,334.18,EUR,2025-05-04,failed,mobile,android,4
TXN554777,delhi,CUST7625,DELB03,6632.6,USD,2025-05-08,passed,branch,ios,4
TXN652935,delhi,CUST9436,DELB03,3384.38,INR,2025-05-04,,online,web,1
TXN775591,delhi,CUST6149,DELB03,1751.12,INR,2025-05-03,failed,branch,web,4
TXN593659,delhi,CUST9484,DELB03,5693.46,USD,2025-05-05,,branch,ios,4
TXN382184,delhi,CUST5585,DELB03,6789.64,USD,2025-05-02,passed,mobile,android,5
TXN148618,delhi,CUST8561,DELB03,2467.16,EUR,2025-05-07,,branch,web,4
TXN564488,delhi,CUST1160,DELB03,3879.7,EUR,2025-05-02,passed,online,ios,3
TXN401474,delhi,CUST2221,DELB03,9149.36,EUR,2025-05-03,passed,branch,android,5
TXN636069,delhi,CUST2459,DELB03,750.94,USD,2025-05-08,,branch,ios,5
TXN742731,delhi,CUST6518,DELB03,3335.32,EUR,2025-05-02,,online,android,2
TXN226772,delhi,CUST2768,DELB03,8483.14,USD,2025-05-08,,online,web,4
TXN924671,delhi,CUST1741,DELB03,1587.68,USD,2025-05-03,failed,branch,web,1
TXN812615,delhi,CUST9806,DELB03,4417.54,EUR,2025-05-02,,branch,ios,1
TXN411063,delhi,CUST3744,DELB03,4975.72,EUR,2025-05-03,passed,online,ios,4
TXN735103,delhi,CUST6154,DELB03,5586.91,USD,2025-05-05,failed,mobile,android,5
TXN486146,delhi,CUST4984,DELB03,2668.33,INR,2025-05-04,passed,mobile,web,1
TXN652219,delhi,CUST2832,DELB03,665.8,USD,2025-05-08,failed,mobile,android,4
TXN925261,delhi,CUST5693,DELB03,8156.96,EUR,2025-05-08,,online,android,4
TXN806442,delhi,CUST2324,DELB03,3033.13,INR,2025-05-08,passed,branch,android,2
TXN701481,delhi,CUST2642,DELB03,6729.18,INR,2025-05-05,passed,mobile,web,5
TXN537738,delhi,CUST4545,DELB03,9669.79,INR,2025-05-03,,branch,web,5
TXN579941,delhi,CUST5404,DELB03,2148.88,INR,2025-05-08,failed,branch,web,4
TXN738259,delhi,CUST9382,DELB03,7011.64,EUR,2025-05-04,failed,mobile,web,5
TXN401668,delhi,CUST1492,DELB03,3692.0,USD,2025-05-04,,branch,ios,1
TXN112660,delhi,CUST4290,DELB03,9010.35,EUR,2025-05-04,,mobile,ios,3
TXN553505,delhi,CUST3042,DELB03,5133.71,EUR,2025-05-04,,mobile,android,5
TXN403834,delhi,CUST3121,DELB03,1269.8,USD,2025-05-04,failed,branch,android,1
TXN340228,delhi,CUST8056,DELB03,3978.04,INR,2025-05-07,failed,mobile,web,2
TXN784749,delhi,CUST5931,DELB03,2754.9,INR,2025-05-02,passed,branch,ios,2
TXN986875,delhi,CUST5050,DELB03,7213.7,INR,2025-05-07,,mobile,android,2
TXN729563,delhi,CUST8314,DELB03,3351.78,USD,2025-05-04,,branch,android,5
TXN205309,delhi,CUST4705,DELB03,4237.71,EUR,2025-05-05,failed,online,ios,1
TXN840732,delhi,CUST8915,DELB03,8625.89,USD,2025-05-02,,branch,web,2
TXN610179,delhi,CUST3940,DELB03,4484.54,INR,2025-05-05,,online,android,3
TXN458933,delhi,CUST8860,DELB03,3946.18,USD,2025-05-02,passed,branch,web,4
TXN138627,delhi,CUST6869,DELB03,8368.5,USD,2025-05-02,,branch,web,4
TXN616446,delhi,CUST5222,DELB03,9521.21,USD,2025-05-02,,online,ios,1
TXN793531,delhi,CUST7836,DELB03,2767.44,INR,2025-05-06,,branch,web,4
TXN531710,delhi,CUST4778,DELB03,4134.3,EUR,2025-05-02,failed,online,android,5
TXN105736,delhi,CUST8796,DELB03,5065.29,USD,2025-05-06,passed,mobile,android,1
TXN549867,delhi,CUST5120,DELB03,2338.69,EUR,2025-05-07,,branch,ios,1
TXN160995,delhi,CUST5191,DELB03,5246.98,INR,2025-05-02,passed,mobile,android,2
TXN465507,delhi,CUST7654,DELB03,2395.86,USD,2025-05-04,failed,online,ios,5
TXN444548,delhi,CUST1711,DELB03,832.3,EUR,2025-05-05,,branch,ios,4
TXN204672,delhi,CUST8105,DELB03,6269.77,EUR,2025-05-08,failed,branch,web,3
TXN566095,delhi,CUST2684,DELB03,5407.72,USD,2025-05-05,passed,online,web,2
TXN908411,delhi,CUST3062,DELB03,3313.34,INR,2025-05-07,passed,mobile,android,2
TXN413857,delhi,CUST4079,DELB03,1503.26,USD,2025-05-03,failed,mobile,web,4
TXN811682,delhi,CUST6889,DELB03,9733.03,INR,2025-05-06,failed,online,web,3
TXN346816,delhi,CUST8362,DELB03,211.62,USD,2025-05-07,failed,online,web,3
TXN462736,delhi,CUST4822,DELB03,4323.11,EUR,2025-05-04,,online,android,3
TXN373613,delhi,CUST6991,DELB03,4003.62,INR,2025-05-02,passed,branch,web,4
TXN350467,delhi,CUST9293,DELB03,4412.51,USD,2025-05-08,failed,online,android,4
TXN706821,delhi,CUST7277,DELB03,1260.74,EUR,2025-05-07,failed,online,web,1
TXN595650,delhi,CUST9464,DELB03,4349.23,USD,2025-05-08,failed,branch,android,5
TXN577703,delhi,CUST5632,DELB03,3102.61,EUR,2025-05-04,,mobile,android,3
TXN870677,delhi,CUST3033,DELB03,5584.53,EUR,2025-05-07,passed,mobile,ios,3
TXN439969,delhi,CUST9831,DELB03,9170.37,EUR,2025-05-04,failed,online,web,2
TXN229172,delhi,CUST5476,DELB03,6797.78,EUR,2025-05-04,failed,branch,ios,4
TXN370569,delhi,CUST7245,DELB03,1258.58,USD,2025-05-06,passed,mobile,web,5
TXN138707,delhi,CUST9241,DELB03,2045.83,INR,2025-05-03,passed,online,android,1
TXN925348,delhi,CUST6321,DELB03,1639.98,USD,2025-05-05,passed,mobile,web,2
TXN179234,delhi,CUST2729,DELB03,4166.65,USD,2025-05-03,failed,online,ios,5
TXN199352,delhi,CUST9298,DELB03,2344.81,INR,2025-05-02,failed,online,web,3
TXN401267,delhi,CUST6016,DELB03,2809.84,USD,2025-05-03,passed,online,android,4
