transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN339071,kashmir,CUST5711,KASB03,5381.06,INR,2025-05-05,,branch,android,2
TXN850390,kashmir,CUST2493,KASB03,3604.36,USD,2025-05-05,,online,ios,3
TXN930712,kashmir,CUST8205,KASB03,6321.83,EUR,2025-05-07,passed,branch,ios,1
TXN775124,kashmir,CUST8989,KASB03,1663.34,EUR,2025-05-06,failed,mobile,android,3
TXN341063,kashmir,CUST5329,KASB03,4628.85,EUR,2025-05-03,failed,online,ios,3
TXN952437,kashmir,CUST8767,KASB03,2833.22,INR,2025-05-05,failed,mobile,web,4
TXN179888,kashmir,CUST9657,KASB03,9111.02,INR,2025-05-08,failed,mobile,android,1
TXN350246,kashmir,CUST1587,KASB03,9767.15,USD,2025-05-08,passed,mobile,android,1
TXN508853,kashmir,CUST9260,KASB03,2618.81,USD,2025-05-06,passed,branch,ios,3
TXN349288,kashmir,CUST8774,KASB03,2993.91,INR,2025-05-06,failed,online,android,1
TXN894160,kashmir,CUST5755,KASB03,7480.19,INR,2025-05-06,passed,branch,web,3
TXN438925,kashmir,CUST3892,KASB03,2526.05,EUR,2025-05-08,passed,branch,web,3
TXN699892,kashmir,CUST8156,KASB03,3243.39,EUR,2025-05-05,,branch,web,3
TXN994737,kashmir,CUST9733,KASB03,1144.22,INR,2025-05-02,passed,branch,web,4
TXN480655,kashmir,CUST4820,KASB03,1505.66,INR,2025-05-02,failed,online,android,4
TXN907974,kashmir,CUST6759,KASB03,2840.73,EUR,2025-05-04,failed,mobile,web,3
TXN370844,kashmir,CUST1089,KASB03,3462.95,USD,2025-05-02,passed,branch,android,2
TXN737857,kashmir,CUST4289,KASB03,7547.79,USD,2025-05-05,,branch,web,5
TXN648314,kashmir,CUST9379,KASB03,2598.8,USD,2025-05-08,passed,mobile,web,4
TXN571038,kashmir,CUST9340,KASB03,6631.89,INR,2025-05-07,failed,mobile,android,3
TXN642336,kashmir,CUST4509,KASB03,9499.35,USD,2025-05-06,passed,branch,ios,5
TXN671831,kashmir,CUST5343,KASB03,6422.63,USD,2025-05-02,passed,mobile,web,1
TXN577227,kashmir,CUST3901,KASB03,9342.47,EUR,2025-05-04,failed,mobile,ios,2
TXN880579,kashmir,CUST7047,KASB03,7134.58,USD,2025-05-05,passed,mobile,ios,2
TXN102910,kashmir,CUST3823,KASB03,3995.36,USD,2025-05-05,passed,online,ios,4
TXN451100,kashmir,CUST6126,KASB03,6109.04,USD,2025-05-08,passed,mobile,android,5
TXN644994,kashmir,CUST4094,KASB03,6095.39,USD,2025-05-04,failed,branch,android,5
TXN452277,kashmir,CUST5799,KASB03,249.0,EUR,2025-05-02,passed,mobile,android,5
TXN120368,kashmir,CUST4121,KASB03,8998.65,USD,2025-05-03,,online,ios,2
TXN920558,kashmir,CUST3954,KASB03,8401.28,USD,2025-05-06,passed,online,android,2
TXN503807,kashmir,CUST1174,KASB03,7403.45,USD,2025-05-05,failed,mobile,web,1
TXN966935,kashmir,CUST7402,KASB03,4487.1,EUR,2025-05-04,failed,mobile,web,4
TXN859953,kashmir,CUST5458,KASB03,6545.28,USD,2025-05-05,,mobile,web,1
TXN900433,kashmir,CUST4144,KASB03,7246.86,EUR,2025-05-04,,branch,ios,1
TXN332764,kashmir,CUST4104,KASB03,9596.76,USD,2025-05-02,failed,branch,web,5
TXN979862,kashmir,CUST7796,KASB03,850.29,INR,2025-05-07,,branch,web,5
TXN339839,kashmir,CUST3387,KASB03,6088.17,INR,2025-05-02,failed,online,android,5
TXN513213,kashmir,CUST3343,KASB03,3153.05,EUR,2025-05-07,passed,mobile,android,5
TXN974309,kashmir,CUST6323,KASB03,7465.0,EUR,2025-05-06,failed,branch,ios,4
TXN922690,kashmir,CUST1833,KASB03,5981.68,EUR,2025-05-05,failed,branch,ios,3
TXN674190,kashmir,CUST3476,KASB03,3309.89,EUR,2025-05-03,failed,branch,web,1
TXN139972,kashmir,CUST5074,KASB03,3039.55,EUR,2025-05-04,,mobile,web,5
TXN948213,kashmir,CUST3688,KASB03,6142.22,INR,2025-05-08,passed,mobile,ios,3
TXN111710,kashmir,CUST3421,KASB03,4724.58,USD,2025-05-03,failed,online,android,2
TXN853111,kashmir,CUST8484,KASB03,2017.68,USD,2025-05-08,passed,mobile,web,4
TXN921313,kashmir,CUST6610,KASB03,7580.58,EUR,2025-05-03,,mobile,ios,1
TXN185792,kashmir,CUST1661,KASB03,2965.45,EUR,2025-05-08,failed,branch,ios,4
TXN682004,kashmir,CUST4748,KASB03,5182.59,EUR,2025-05-05,,online,android,5
TXN961988,kashmir,CUST8389,KASB03,4958.28,USD,2025-05-03,,branch,ios,4
TXN929597,kashmir,CUST8755,KASB03,209.93,EUR,2025-05-05,passed,online,ios,1
TXN302361,kashmir,CUST6702,KASB03,7361.47,EUR,2025-05-07,,branch,ios,4
TXN707195,kashmir,CUST9255,KASB03,5928.02,EUR,2025-05-08,passed,mobile,ios,4
TXN656467,kashmir,CUST5111,KASB03,7564.21,EUR,2025-05-04,,online,ios,3
TXN822898,kashmir,CUST8921,KASB03,2810.91,EUR,2025-05-02,passed,online,android,3
TXN304891,kashmir,CUST9923,KASB03,8649.22,EUR,2025-05-06,,branch,web,3
TXN910310,kashmir,CUST9002,KASB03,6353.53,INR,2025-05-06,failed,mobile,ios,3
TXN953708,kashmir,CUST2474,KASB03,7916.37,USD,2025-05-03,passed,mobile,android,4
TXN737552,kashmir,CUST9307,KASB03,771.24,INR,2025-05-08,passed,online,web,5
TXN943198,kashmir,CUST7556,KASB03,5528.16,EUR,2025-05-08,failed,branch,android,4
TXN630181,kashmir,CUST3530,KASB03,947.87,INR,2025-05-08,failed,online,android,3
TXN394458,kashmir,CUST3369,KASB03,7916.08,USD,2025-05-04,failed,online,web,2
TXN559949,kashmir,CUST9093,KASB03,1619.08,INR,2025-05-04,failed,online,android,3
TXN130287,kashmir,CUST2100,KASB03,1585.62,INR,2025-05-05,passed,branch,ios,3
TXN951104,kashmir,CUST3632,KASB03,846.91,USD,2025-05-03,failed,mobile,ios,3
TXN337444,kashmir,CUST5588,KASB03,9431.81,USD,2025-05-08,passed,branch,web,1
TXN176121,kashmir,CUST6867,KASB03,1826.4,USD,2025-05-08,failed,branch,ios,3
TXN286376,kashmir,CUST9091,KASB03,6264.01,INR,2025-05-08,passed,branch,web,3
TXN593807,kashmir,CUST4714,KASB03,5125.51,EUR,2025-05-05,passed,online,android,1
TXN645115,kashmir,CUST4066,KASB03,4143.87,EUR,2025-05-08,failed,online,ios,4
TXN606729,kashmir,CUST3254,KASB03,8838.66,INR,2025-05-03,passed,online,android,3
TXN350059,kashmir,CUST8018,KASB03,8927.77,INR,2025-05-04,failed,mobile,android,5
TXN738748,kashmir,CUST2992,KASB03,8882.41,INR,2025-05-06,passed,mobile,android,4
TXN901331,kashmir,CUST1963,KASB03,1042.7,USD,2025-05-08,passed,online,android,1
TXN574317,kashmir,CUST8918,KASB03,5041.85,USD,2025-05-05,failed,online,ios,1
TXN536569,kashmir,CUST6698,KASB03,1352.33,USD,2025-05-06,passed,mobile,android,5
TXN667983,kashmir,CUST4551,KASB03,3159.1,EUR,2025-05-04,,online,android,4
TXN411757,kashmir,CUST4153,KASB03,9929.5,USD,2025-05-06,,mobile,ios,2
TXN380961,kashmir,CUST6008,KASB03,7659.25,INR,2025-05-03,passed,online,ios,4
TXN855082,kashmir,CUST5583,KASB03,7060.37,INR,2025-05-07,failed,mobile,android,2
TXN235800,kashmir,CUST7278,KASB03,4106.14,EUR,2025-05-02,failed,online,android,3
TXN294240,kashmir,CUST8152,KASB03,8945.1,EUR,2025-05-02,,online,web,4
TXN777863,kashmir,CUST4256,KASB03,4283.48,EUR,2025-05-08,failed,online,android,5
TXN427414,kashmir,CUST1064,KASB03,1723.5,EUR,2025-05-04,,branch,android,4
TXN771477,kashmir,CUST9465,KASB03,6722.84,INR,2025-05-06,,online,android,1
TXN750060,kashmir,CUST6342,KASB03,6172.44,EUR,2025-05-07,,mobile,android,1
TXN181733,kashmir,CUST5771,KASB03,5559.17,EUR,2025-05-06,failed,online,ios,3
TXN788216,kashmir,CUST9154,KASB03,1020.16,EUR,2025-05-07,,branch,ios,2
TXN509124,kashmir,CUST1037,KASB03,2371.33,EUR,2025-05-03,,online,web,4
TXN373795,kashmir,CUST2477,KASB03,8294.34,EUR,2025-05-04,,online,ios,3
TXN681842,kashmir,CUST5831,KASB03,4900.58,USD,2025-05-03,,branch,android,4
TXN757598,kashmir,CUST1979,KASB03,2941.07,INR,2025-05-05,failed,branch,web,2
TXN140006,kashmir,CUST4146,KASB03,2036.23,USD,2025-05-04,,mobile,web,1
TXN454679,kashmir,CUST4477,KASB03,3012.17,USD,2025-05-05,failed,online,android,4
TXN578959,kashmir,CUST8088,KASB03,5452.69,INR,2025-05-08,,branch,android,2
TXN441954,kashmir,CUST7560,KASB03,6477.1,EUR,2025-05-05,passed,mobile,ios,5
TXN813039,kashmir,CUST6298,KASB03,4330.47,INR,2025-05-06,,online,android,1
TXN828701,kashmir,CUST4829,KASB03,4136.27,EUR,2025-05-03,failed,online,web,3
TXN578722,kashmir,CUST2658,KASB03,3407.13,EUR,2025-05-04,failed,mobile,web,2
TXN753507,kashmir,CUST4222,KASB03,4043.32,EUR,2025-05-07,,online,ios,2
TXN368610,kashmir,CUST6797,KASB03,5454.28,INR,2025-05-06,failed,branch,web,3
