transaction_id,city,customer_id,branch_code,amount,currency,date,status,channel,device_type,attempt_count
TXN534867,delhi,CUST7153,DELB05,613.4,INR,2025-05-04,failed,branch,web,1
TXN456997,delhi,CUST9931,DELB05,7812.64,USD,2025-05-04,,mobile,android,4
TXN335621,delhi,CUST1777,DELB05,6447.43,INR,2025-05-02,,mobile,web,2
TXN396972,delhi,CUST5166,DELB05,8586.45,INR,2025-05-08,,online,ios,1
TXN698723,delhi,CUST5034,DELB05,2889.89,INR,2025-05-06,failed,branch,web,2
TXN848304,delhi,CUST3595,DELB05,1983.86,USD,2025-05-04,,mobile,web,4
TXN429686,delhi,CUST6369,DELB05,7448.87,EUR,2025-05-08,passed,online,ios,2
TXN388139,delhi,CUST4840,DELB05,2641.71,EUR,2025-05-08,,branch,android,1
TXN397771,delhi,CUST2264,DELB05,4940.29,INR,2025-05-02,passed,mobile,web,1
TXN676073,delhi,CUST1602,DELB05,4783.31,USD,2025-05-04,failed,branch,web,2
TXN745653,delhi,CUST2883,DELB05,6384.11,EUR,2025-05-08,failed,branch,web,5
TXN634725,delhi,CUST6253,DELB05,2030.13,INR,2025-05-07,passed,mobile,ios,2
TXN668068,delhi,CUST9048,DELB05,4155.65,USD,2025-05-07,passed,online,ios,4
TXN380265,delhi,CUST1781,DELB05,9576.4,EUR,2025-05-02,,mobile,ios,4
TXN133277,delhi,CUST5714,DELB05,7172.81,INR,2025-05-08,failed,mobile,web,1
TXN367020,delhi,CUST8531,DELB05,733.77,USD,2025-05-02,failed,branch,web,3
TXN940521,delhi,CUST8510,DELB05,2810.73,INR,2025-05-07,passed,branch,android,5
TXN225764,delhi,CUST4776,DELB05,1915.16,USD,2025-05-04,failed,online,ios,5
TXN351940,delhi,CUST4677,DELB05,3326.26,USD,2025-05-02,,branch,android,5
TXN388970,delhi,CUST9469,DELB05,9029.88,EUR,2025-05-07,failed,branch,ios,4
TXN577152,delhi,CUST8588,DELB05,644.06,EUR,2025-05-06,failed,branch,android,1
TXN628605,delhi,CUST6445,DELB05,3089.27,USD,2025-05-06,failed,online,android,2
TXN356333,delhi,CUST8598,DELB05,7044.34,INR,2025-05-05,,branch,ios,5
TXN982624,delhi,CUST3039,DELB05,4676.28,EUR,2025-05-02,,online,web,5
TXN431965,delhi,CUST7477,DELB05,1815.35,EUR,2025-05-04,,branch,android,5
TXN621591,delhi,CUST1800,DELB05,5788.27,EUR,2025-05-02,failed,online,web,5
TXN949978,delhi,CUST6088,DELB05,7982.68,USD,2025-05-05,passed,branch,android,2
TXN428059,delhi,CUST9139,DELB05,2055.99,USD,2025-05-06,,online,web,5
TXN818221,delhi,CUST4806,DELB05,8727.69,EUR,2025-05-02,failed,branch,android,2
TXN877753,delhi,CUST1519,DELB05,805.12,USD,2025-05-06,,online,web,4
TXN414787,delhi,CUST9931,DELB05,3270.21,INR,2025-05-05,passed,online,ios,4
TXN142783,delhi,CUST2129,DELB05,3706.59,USD,2025-05-03,passed,branch,ios,2
TXN768972,delhi,CUST6416,DELB05,7259.78,EUR,2025-05-08,failed,mobile,android,1
TXN608608,delhi,CUST2888,DELB05,6703.67,INR,2025-05-05,passed,branch,android,4
TXN178685,delhi,CUST4780,DELB05,3471.16,EUR,2025-05-06,failed,branch,android,2
TXN901178,delhi,CUST2879,DELB05,1004.18,INR,2025-05-06,failed,branch,ios,3
TXN303301,delhi,CUST7420,DELB05,5348.36,USD,2025-05-02,,branch,web,4
TXN226070,delhi,CUST2204,DELB05,2245.17,EUR,2025-05-03,passed,mobile,web,5
TXN200495,delhi,CUST4888,DELB05,557.67,USD,2025-05-03,failed,mobile,ios,4
TXN627724,delhi,CUST1474,DELB05,5661.33,INR,2025-05-06,failed,branch,web,1
TXN548045,delhi,CUST3116,DELB05,1941.26,USD,2025-05-07,,online,ios,4
TXN499035,delhi,CUST5934,DELB05,6506.54,EUR,2025-05-04,,mobile,ios,3
TXN416634,delhi,CUST8325,DELB05,3650.97,INR,2025-05-08,passed,online,ios,2
TXN340312,delhi,CUST6680,DELB05,8172.71,USD,2025-05-06,,branch,web,5
TXN229999,delhi,CUST4988,DELB05,3599.63,INR,2025-05-08,,online,ios,5
TXN237398,delhi,CUST2232,DELB05,2595.45,EUR,2025-05-08,passed,online,android,1
TXN294553,delhi,CUST9604,DELB05,4933.69,EUR,2025-05-02,failed,online,ios,4
TXN840976,delhi,CUST3961,DELB05,6566.8,INR,2025-05-03,,branch,android,2
TXN819369,delhi,CUST5527,DELB05,6718.94,EUR,2025-05-04,failed,mobile,ios,4
TXN371040,delhi,CUST4291,DELB05,798.66,EUR,2025-05-02,,online,web,3
TXN559439,delhi,CUST8827,DELB05,7791.34,EUR,2025-05-08,failed,branch,web,5
TXN760775,delhi,CUST9968,DELB05,9909.22,USD,2025-05-06,passed,branch,android,1
TXN414474,delhi,CUST3542,DELB05,5065.5,USD,2025-05-02,passed,branch,ios,3
TXN636994,delhi,CUST8537,DELB05,5535.7,INR,2025-05-02,,branch,android,3
TXN586998,delhi,CUST7239,DELB05,645.2,INR,2025-05-05,passed,branch,android,4
TXN580800,delhi,CUST6779,DELB05,8801.8,EUR,2025-05-08,passed,online,web,3
TXN784457,delhi,CUST1042,DELB05,3347.37,INR,2025-05-03,failed,online,android,3
TXN917480,delhi,CUST7791,DELB05,8273.83,USD,2025-05-03,,mobile,android,1
TXN110999,delhi,CUST7403,DELB05,1862.17,USD,2025-05-08,failed,mobile,ios,1
TXN952267,delhi,CUST3010,DELB05,9287.0,USD,2025-05-04,passed,online,ios,2
TXN101882,delhi,CUST3052,DELB05,7712.12,USD,2025-05-08,failed,mobile,ios,3
TXN286913,delhi,CUST7362,DELB05,9837.69,USD,2025-05-08,passed,online,android,5
TXN244899,delhi,CUST9445,DELB05,4498.76,EUR,2025-05-02,failed,branch,android,4
TXN235333,delhi,CUST6531,DELB05,199.43,USD,2025-05-08,passed,mobile,web,1
TXN221806,delhi,CUST6241,DELB05,6126.56,USD,2025-05-02,failed,online,web,4
TXN842863,delhi,CUST4059,DELB05,6981.44,EUR,2025-05-08,failed,branch,ios,4
TXN207982,delhi,CUST1007,DELB05,6412.77,USD,2025-05-03,,mobile,web,5
TXN876598,delhi,CUST7730,DELB05,1021.41,EUR,2025-05-07,passed,branch,android,2
TXN745794,delhi,CUST5018,DELB05,4306.04,USD,2025-05-06,passed,branch,web,4
TXN336321,delhi,CUST6104,DELB05,4099.22,INR,2025-05-04,,mobile,web,3
TXN406305,delhi,CUST7413,DELB05,7110.87,INR,2025-05-05,failed,branch,web,2
TXN490461,delhi,CUST6620,DELB05,6104.81,INR,2025-05-07,,branch,android,1
TXN730896,delhi,CUST2569,DELB05,9196.07,USD,2025-05-02,passed,mobile,ios,2
TXN396463,delhi,CUST7956,DELB05,9970.55,USD,2025-05-07,failed,online,ios,3
TXN990322,delhi,CUST9235,DELB05,9982.3,EUR,2025-05-06,,online,ios,2
TXN364758,delhi,CUST3479,DELB05,5616.15,EUR,2025-05-04,,mobile,web,1
TXN968917,delhi,CUST7063,DELB05,5507.96,EUR,2025-05-02,,mobile,android,1
TXN903431,delhi,CUST4120,DELB05,4073.54,INR,2025-05-02,failed,online,ios,2
TXN686759,delhi,CUST9342,DELB05,3414.58,INR,2025-05-07,,online,android,2
